code_alea,alea,code_municipalite,municipalite,precision_localisation,info_compl_localisation,severite,date_signalement,date_debut,date_debut_imprecise,commentaire_date_debut,date_fin,coord_x,coord_y
"138",Orage violent,"73035",Sainte-Anne-des-Plaines,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-73.823557,45.746962
"101",Mouvement de terrain,"73035",Sainte-Anne-des-Plaines,Très précise,mouvement de terrain mineur,Menace faible ou non-existante à la vie ou la propriété,2020-01-22,2019-01-01,Oui,"Selon la propriétaire, déformation du sol à l'arrière de la propriété depuis environ 1 an",2021-03-25,-73.810233,45.757588
"25",Panne d'électricité,"57025",McMasterville,Imprécise,,Menace possible à la vie ou à la propriété,2022-01-28,2022-01-28,Non,,2022-04-12,-73.226387,45.547504
"142",Tempête hivernale,"04047",Cap-Chat,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-13,2022-03-13,Non,,2022-03-13,-66.727825,49.082034
"101",Mouvement de terrain,"04047",Cap-Chat,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-04,2022-06-24,Non,,2022-07-18,-66.68764,49.093404
"101",Mouvement de terrain,"04047",Cap-Chat,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-04,2022-06-24,Non,,2022-07-18,-66.68767,49.093396
"8",Inondation,"04047",Cap-Chat,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,2020-12-02,Non,,2021-04-19,-66.662154,49.100208
"8",Inondation,"04047",Cap-Chat,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-27,,,,2021-05-07,-66.668072,49.054091
"101",Mouvement de terrain,"63065",Saint-Liguori,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2021-12-09,,Oui,Décrochement au printemps suivi d'un décrochement à l'été,,-73.567712,46.005951
"8",Inondation,"27043",Saint-Joseph-de-Beauce,Imprécise,,Menace possible à la vie ou à la propriété,2021-03-25,2021-03-25,Non,,2021-04-19,-70.875787,46.307308
"156",Accident de voiture,"71050",Les Cèdres,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-25,2022-02-25,Non,,2022-03-02,-74.05946,45.308831
"156",Accident de voiture,"57040",Beloeil,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-01-17,2022-01-17,Non,,2022-01-18,-73.217188,45.565486
"8",Inondation,"57040",Beloeil,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-18,2022-03-18,Non,,2022-04-12,-73.217188,45.565486
"88",Incendie industriel,"98020",L'Île-d'Anticosti,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-03,2021-12-03,Non,,2022-01-25,-64.349497,49.82251
"39",Feu de forêt,"98020",L'Île-d'Anticosti,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-30,2020-06-30,Non,,2020-11-17,-64.351021,49.822206
"138",Orage violent,"75017",Saint-Jérôme,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-22,2022-05-22,Non,,2022-06-08,-74.009533,45.78289
"8",Inondation,"05902",Rivière-Bonaventure,Précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-02,2020-12-02,Non,,2021-04-19,-65.927272,48.321892
"25",Panne d'électricité,"80115",Boileau,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,,-74.773331,45.900963
"174",Panne de télécommunication,"98015",Côte-Nord-du-Golfe-du-Saint-Laurent,Imprécise,,Menace possible à la vie ou à la propriété,2021-07-20,2021-07-20,Non,,2021-07-22,-59.620756,50.466512
"25",Panne d'électricité,"98015",Côte-Nord-du-Golfe-du-Saint-Laurent,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-20,2022-02-20,Non,,2022-06-06,-59.620756,50.466512
"8",Inondation,"98015",Côte-Nord-du-Golfe-du-Saint-Laurent,Précise,,Menace faible ou non-existante à la vie ou la propriété,2021-11-25,2021-11-25,Non,,2022-01-25,-60.636702,50.24293
"0",Autre,"98015",Côte-Nord-du-Golfe-du-Saint-Laurent,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-22,2021-10-20,Non,,2022-01-25,-59.620756,50.466512
"101",Mouvement de terrain,"23072",Saint-Augustin-de-Desmaures,Très précise,,Menace possible à la vie ou à la propriété,2021-11-11,2021-10-31,Non,,2022-03-09,-71.454952,46.733591
"96",Onde de tempête,"23072",Saint-Augustin-de-Desmaures,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-19,2022-05-17,Non,,2022-05-19,-71.447474,46.748038
"96",Onde de tempête,"23072",Saint-Augustin-de-Desmaures,Précise,,Menace possible à la vie ou à la propriété,2022-04-22,2022-04-21,Non,,2022-05-19,-71.476338,46.724733
"138",Orage violent,"52085",Saint-Gabriel-de-Brandon,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2022-06-08,-73.39107,46.292849
"8",Inondation,"52085",Saint-Gabriel-de-Brandon,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-26,2021-03-26,Non,,2021-10-26,-73.39107,46.292849
"8",Inondation,"79037",Rivière-Rouge,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-27,2022-04-27,Non,,2022-05-27,-74.870924,46.412393
"8",Inondation,"13010",Saint-Jean-de-la-Lande,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-04-15,,,,2020-10-29,-68.675889,47.423455
"101",Mouvement de terrain,"70052",Salaberry-de-Valleyfield,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-24,2020-12-24,Non,,,-74.027309,45.299986
"39",Feu de forêt,"70052",Salaberry-de-Valleyfield,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-06,2022-05-05,Non,,,-74.084863,45.230063
"25",Panne d'électricité,"70052",Salaberry-de-Valleyfield,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-12-12,2021-12-12,Non,,2022-02-23,-74.117539,45.262739
"171",Vent violent,"70005",Saint-Urbain-Premier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-06-22,2021-06-21,Non,,2022-02-23,-73.736635,45.218444
"171",Vent violent,"34105",Sainte-Christine-d'Auvergne,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-08-05,2020-08-05,Non,,2021-01-07,-71.966847,46.816182
"8",Inondation,"34105",Sainte-Christine-d'Auvergne,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-25,2020-12-25,Non,,2021-03-26,-71.966847,46.816182
"158",Fermeture de route,"82030",Pontiac,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-26,2021-03-26,Non,,2021-12-15,-76.230037,45.521277
"25",Panne d'électricité,"82030",Pontiac,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-21,2022-05-21,Non,,2022-07-20,-76.230037,45.521277
"138",Orage violent,"78042",Ivry-sur-le-Lac,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-74.337181,46.075108
"138",Orage violent,"78042",Ivry-sur-le-Lac,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-74.337181,46.075108
"39",Feu de forêt,"85075",Moffet,Précise,,Menace possible à la vie ou à la propriété,2022-05-10,2022-05-10,Non,,2022-05-18,-78.8214,47.5136
"10",Matières dangereuses,"37205",Sainte-Anne-de-la-Pérade,Très précise,"route 138, en face du 1019, boul de Lanaudière",Menace faible ou non-existante à la vie ou la propriété,2022-03-06,2022-03-06,Non,,2022-03-07,-72.160626,46.575301
"8",Inondation,"35040",Grandes-Piles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-18,,,,2022-05-24,-72.723877,46.690726
"25",Panne d'électricité,"80037",Papineauville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-24,Non,,,-75.023715,45.621222
