no_seq_observation,id_reseau,date_observation,code_municipalite,nom,urgence,certitude,type,severite,etat,imprecision
"33600",exlegs02,2019/04/30 20:35:00,"84095",Sheenboro,Future,Observé,Inondation,Modérée,Actuel,localisation
"33601",exlegs02,2019/04/30 20:36:00,"84070",Waltham,Future,Observé,Inondation,Importante,Actuel,aucune
"33602",exlegs02,2019/04/30 20:37:00,"56035",Saint-Paul-de-l'Île-aux-Noix,Future,Observé,Inondation,Mineure,Actuel,aucune
"33603",exlegs02,2019/04/30 20:38:00,"71083",Vaudreuil-Dorion,Future,Observé,Inondation,Importante,Actuel,localisation
"33604",exlegs02,2019/04/30 20:39:00,"66023",Montréal,Future,Observé,Inondation,Extrême,Actuel,localisation
"33607",legs02,2019/04/16 07:47:00,"53025",Sainte-Victoire-de-Sorel,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33608",legs02,2019/05/01 07:49:00,"82020",Cantley,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33610",legs02,2019/05/01 07:53:00,"75040",Prévost,Prévue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33611",legs02,2019/05/01 07:54:00,"84040",Litchfield,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33612",legs02,2019/04/26 07:57:00,"78120",Labelle,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33613",legs02,2019/04/27 08:01:00,"16013",Baie-Saint-Paul,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33614",legs02,2019/05/01 08:04:00,"93035",Saint-Gédéon,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33615",legs02,2019/04/23 08:22:00,"37067",Trois-Rivières,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33616",legs02,2019/05/01 12:54:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33618",legs02,2019/05/01 13:38:00,"84100",Rapides-des-Joachims,Future,Observé,Inondation,Mineure,Actuel,localisation
"33619",legs02,2019/05/01 13:38:00,"82030",Pontiac,Future,Observé,Inondation,Extrême,Actuel,localisation
"33620",legs02,2019/05/01 13:39:00,"83045",Blue Sea,Future,Observé,Inondation,Mineure,Actuel,localisation
"33622",exlegs02,2019/05/01 20:58:00,"80115",Boileau,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33623",exlegs02,2019/05/01 20:59:00,"84025",Bryson,Future,Observé,Inondation,Modérée,Actuel,localisation
"33624",exlegs02,2019/05/01 21:01:00,"84060",Fort-Coulonge,Future,Observé,Inondation,Extrême,Actuel,localisation
"33625",exlegs02,2019/05/01 21:01:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33627",exlegs02,2019/05/01 21:03:00,"80095",Lac-Simon,Future,Observé,Inondation,Extrême,Actuel,aucune
"33628",exlegs02,2019/05/01 21:05:00,"80078",Ripon,Future,Observé,Inondation,Importante,Actuel,aucune
"33629",exlegs02,2019/05/01 21:06:00,"71060",L'Île-Perrot,Future,Observé,Inondation,Importante,Actuel,aucune
"33630",exlegs02,2019/05/01 21:06:00,"71133",Rigaud,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33631",exlegs02,2019/05/01 21:07:00,"66023",Montréal,Future,Observé,Inondation,Extrême,Actuel,localisation
"33632",exlegs02,2019/05/01 21:09:00,"52045",Saint-Ignace-de-Loyola,Future,Observé,Inondation,Importante,Actuel,aucune
"33633",exlegs02,2019/05/01 21:10:00,"52095",Mandeville,Future,Observé,Inondation,Importante,Actuel,localisation
"33634",exlegs02,2019/05/01 21:11:00,"52055",Saint-Barthélemy,Future,Observé,Inondation,Importante,Actuel,localisation
"33635",exlegs02,2019/05/01 21:12:00,"52040",Sainte-Geneviève-de-Berthier,Future,Observé,Inondation,Mineure,Actuel,aucune
"33636",exlegs02,2019/05/01 21:15:00,"73030",Bois-des-Filion,Prévue,Observé,Inondation,Mineure,Actuel,localisation
"33637",exlegs02,2019/05/01 21:15:00,"76052",Grenville-sur-la-Rouge,Future,Observé,Inondation,Extrême,Actuel,localisation
"33638",exlegs02,2019/05/01 21:16:00,"72020",Pointe-Calumet,Future,Observé,Inondation,Importante,Actuel,aucune
"33639",exlegs02,2019/05/01 21:17:00,"79037",Rivière-Rouge,Future,Observé,Inondation,Mineure,Actuel,localisation
"33640",exlegs02,2019/05/01 21:18:00,"73020",Rosemère,Future,Observé,Inondation,Mineure,Actuel,aucune
"33641",exlegs02,2019/05/01 21:18:00,"72015",Sainte-Marthe-sur-le-Lac,Future,Observé,Inondation,Extrême,Actuel,aucune
"33642",exlegs02,2019/05/01 21:19:00,"72043",Saint-Placide,Future,Observé,Inondation,Extrême,Actuel,localisation
"33643",exlegs02,2019/05/01 21:20:00,"78005",Val-Morin,Future,Observé,Inondation,Modérée,Actuel,localisation
"33644",exlegs02,2019/05/01 21:21:00,"37220",Champlain,Future,Observé,Inondation,Modérée,Actuel,aucune
"33645",exlegs02,2019/05/01 21:21:00,"51015",Louiseville,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33646",exlegs02,2019/05/01 21:23:00,"38010",Bécancour,Passée,Observé,Inondation,Importante,Actuel,aucune
"33647",exlegs02,2019/05/01 21:24:00,"38010",Bécancour,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33648",exlegs02,2019/05/01 21:25:00,"38010",Bécancour,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33649",exlegs02,2019/05/01 21:25:00,"38010",Bécancour,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33650",exlegs02,2019/05/01 21:25:00,"50072",Nicolet,Future,Observé,Inondation,Extrême,Actuel,aucune
"33651",exlegs02,2019/05/01 21:29:00,"26030",Sainte-Marie,Future,Observé,Inondation,Importante,Actuel,aucune
"33652",exlegs02,2019/04/16 21:30:00,"27028",Beauceville,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33653",exlegs02,2019/05/01 21:31:00,"29120",Notre-Dame-des-Pins,Future,Observé,Inondation,Modérée,Actuel,localisation
"33655",exlegs02,2019/05/01 21:32:00,"27050",Saint-Joseph-des-Érables,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33656",exlegs02,2019/05/01 21:32:00,"26015",Vallée-Jonction,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33657",exlegs02,2019/05/01 21:32:00,"26048",Scott,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33658",exlegs02,2019/05/01 21:32:00,"26070",Saint-Lambert-de-Lauzon,Future,Observé,Inondation,Mineure,Actuel,aucune
"33660",legs02,2019/05/01 07:40:00,"25213",Lévis,Future,Observé,Inondation,Modérée,Actuel,aucune
"33661",legs02,2019/05/01 07:48:00,"25213",Lévis,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33663",legs02,2019/05/02 07:50:00,"25213",Lévis,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33664",legs02,2019/05/02 07:52:00,"25213",Lévis,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33665",legs02,2019/05/01 07:53:00,"49085",Sainte-Brigitte-des-Saults,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33666",legs02,2019/04/29 07:56:00,"51015",Louiseville,Prévue,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33670",legs02,2019/05/02 15:24:00,"82030",Pontiac,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33671",legs02,2019/05/02 16:27:00,"37067",Trois-Rivières,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33673",legs02,2019/05/03 07:52:00,"84030",Campbell's Bay,Future,Observé,Inondation,Importante,Actuel,aucune
"33674",legs02,2019/05/03 07:52:00,"83070",Déléage,Future,Observé,Inondation,Mineure,Actuel,aucune
"33675",legs02,2019/05/03 07:53:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33676",legs02,2019/05/03 07:54:00,"82030",Pontiac,Future,Observé,Inondation,Extrême,Actuel,localisation
"33677",legs02,2019/05/03 07:54:00,"80078",Ripon,Future,Observé,Inondation,Importante,Actuel,aucune
"33678",legs02,2019/05/03 07:55:00,"71133",Rigaud,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33679",legs02,2019/05/03 07:55:00,"66023",Montréal,Future,Observé,Inondation,Extrême,Actuel,localisation
"33680",legs02,2019/05/03 07:56:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33681",legs02,2019/05/03 07:56:00,"52095",Mandeville,Future,Observé,Inondation,Modérée,Actuel,localisation
"33682",legs02,2019/05/03 07:57:00,"52055",Saint-Barthélemy,Future,Observé,Inondation,Importante,Actuel,localisation
"33683",legs02,2019/05/03 07:58:00,"78065",Huberdeau,Future,Observé,Inondation,Modérée,Actuel,aucune
"33684",legs02,2019/05/03 07:59:00,"73005",Boisbriand,Future,Observé,Inondation,Modérée,Actuel,localisation
"33685",legs02,2019/05/03 07:59:00,"76065",Harrington,Future,Observé,Inondation,Modérée,Actuel,localisation
"33686",legs02,2019/05/03 08:00:00,"79030",Nominingue,Future,Observé,Inondation,Extrême,Actuel,localisation
"33687",legs02,2019/05/03 08:01:00,"72015",Sainte-Marthe-sur-le-Lac,Future,Observé,Inondation,Extrême,Actuel,aucune
"33688",legs02,2019/05/03 08:09:00,"76052",Grenville-sur-la-Rouge,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33689",legs02,2019/05/03 08:22:00,"43027",Sherbrooke,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33691",boul10,2019/05/03 11:46:00,"94240",Saint-Honoré,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33692",legs02,2019/04/27 13:53:00,"36033",Shawinigan,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33693",legs02,2019/05/03 14:24:00,"25213",Lévis,Future,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
"33696",exlegs02,2019/05/04 08:32:00,"84030",Campbell's Bay,Future,Observé,Inondation,Importante,Actuel,aucune
"33697",exlegs02,2019/05/04 08:33:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33698",exlegs02,2019/05/04 08:34:00,"84082",L'Isle-aux-Allumettes,Future,Observé,Inondation,Extrême,Actuel,aucune
"33699",exlegs02,2019/05/04 08:35:00,"80037",Papineauville,Future,Observé,Inondation,Importante,Actuel,aucune
"33700",exlegs02,2019/05/04 08:36:00,"82030",Pontiac,Future,Observé,Inondation,Extrême,Actuel,localisation
"33701",exlegs02,2019/05/04 08:37:00,"71083",Vaudreuil-Dorion,Future,Observé,Inondation,Importante,Actuel,localisation
"33702",exlegs02,2019/05/04 08:37:00,"66023",Montréal,Future,Observé,Inondation,Extrême,Actuel,localisation
"33703",exlegs02,2019/05/04 08:38:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33704",exlegs02,2019/05/04 08:39:00,"78070",Amherst,Future,Observé,Inondation,Extrême,Actuel,localisation
"33705",exlegs02,2019/05/04 08:40:00,"76052",Grenville-sur-la-Rouge,Future,Observé,Inondation,Extrême,Actuel,aucune
"33706",exlegs02,2019/05/04 08:41:00,"78115",La Conception,Future,Observé,Inondation,Modérée,Actuel,localisation
"33707",exlegs02,2019/05/04 08:41:00,"78055",Montcalm,Future,Observé,Inondation,Importante,Actuel,localisation
"33708",exlegs02,2019/05/04 08:42:00,"78102",Mont-Tremblant,Immédiate,Observé,Inondation,Modérée,Actuel,localisation
"33709",exlegs02,2019/05/04 08:43:00,"79030",Nominingue,Future,Observé,Inondation,Extrême,Actuel,localisation
"33710",exlegs02,2019/05/04 08:44:00,"72015",Sainte-Marthe-sur-le-Lac,Future,Observé,Inondation,Extrême,Actuel,aucune
"33714",legs02,2019/05/04 22:30:00,"45008",Stanstead,Immédiate,Observé,Incendie industriel,Modérée,Actuel,aucune
"33715",legs02,2019/05/06 09:05:00,"63035",Saint-Roch-de-l'Achigan,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33716",legs02,2019/04/26 09:12:00,"76020",Lachute,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33718",legs02,2019/05/06 09:16:00,"76043",Brownsburg-Chatham,Prévue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33719",legs02,2019/05/01 09:18:00,"25213",Lévis,Prévue,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33721",legs02,2019/05/06 09:33:00,"82020",Cantley,Future,Observé,Mouvement de terrain,Importante,Actuel,aucune
"33722",legs02,2019/05/06 09:58:00,"80115",Boileau,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33723",legs02,2019/05/06 09:59:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33724",legs02,2019/05/06 10:00:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33725",legs02,2019/05/06 10:01:00,"66023",Montréal,Future,Observé,Inondation,Extrême,Actuel,localisation
"33726",legs02,2019/05/06 10:01:00,"50072",Nicolet,Future,Observé,Inondation,Extrême,Actuel,aucune
"33727",legs02,2019/05/06 10:02:00,"72015",Sainte-Marthe-sur-le-Lac,Future,Observé,Inondation,Extrême,Actuel,aucune
"33728",legs02,2019/05/06 14:59:00,"93005",Desbiens,Future,Observé,Mouvement de terrain,Modérée,Actuel,date
"33731",legs02,2019/05/07 08:54:00,"84050",Alleyn-et-Cawood,Future,Observé,Inondation,Modérée,Actuel,localisation
"33732",legs02,2019/05/07 08:55:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33733",legs02,2019/05/07 08:56:00,"79025",Kiamika,Future,Observé,Inondation,Modérée,Actuel,localisation
"33734",legs02,2019/05/07 08:56:00,"50113",Pierreville,Future,Observé,Inondation,Importante,Actuel,aucune
"33750",legs02,2019/05/02 11:38:00,"64008",Terrebonne,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33751",legs02,2019/04/24 11:45:00,"82030",Pontiac,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33752",legs02,2019/05/07 11:49:00,"38070",Deschaillons-sur-Saint-Laurent,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33753",legs02,2019/05/07 11:52:00,"25213",Lévis,Future,Observé,Inondation,Modérée,Actuel,aucune
"33754",legs02,2019/05/07 11:54:00,"53052",Sorel-Tracy,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33755",legs02,2019/05/03 11:56:00,"62007",Saint-Félix-de-Valois,Future,Observé,Mouvement de terrain,Importante,Actuel,aucune
"33756",legs02,2019/04/24 12:37:00,"75028",Sainte-Sophie,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33757",legs02,2019/04/21 13:23:00,"27028",Beauceville,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33758",legs02,2019/04/20 13:24:00,"26030",Sainte-Marie,Future,Observé,Inondation,Importante,Actuel,aucune
"33759",legs02,2019/04/22 13:26:00,"27050",Saint-Joseph-des-Érables,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33760",legs02,2019/04/22 13:27:00,"26048",Scott,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33761",legs02,2019/04/22 13:28:00,"26015",Vallée-Jonction,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33762",legs02,2019/04/22 13:30:00,"27043",Saint-Joseph-de-Beauce,Future,Observé,Inondation,Importante,Actuel,aucune
"33763",legs02,2019/04/22 13:31:00,"26030",Sainte-Marie,Future,Observé,Inondation,Extrême,Actuel,aucune
"33764",legs02,2019/04/22 13:33:00,"25213",Lévis,Future,Observé,Inondation,Extrême,Actuel,localisation
"33766",legs02,2019/04/23 13:38:00,"27043",Saint-Joseph-de-Beauce,Future,Observé,Inondation,Importante,Actuel,aucune
"33767",legs02,2019/04/23 13:39:00,"27050",Saint-Joseph-des-Érables,Immédiate,Observé,Inondation,Modérée,Actuel,aucune
"33768",legs02,2019/04/23 13:40:00,"26015",Vallée-Jonction,Immédiate,Observé,Inondation,Modérée,Actuel,aucune
"33769",legs02,2019/04/23 13:41:00,"26030",Sainte-Marie,Future,Observé,Inondation,Extrême,Actuel,aucune
"33770",legs02,2019/05/07 13:41:00,"26048",Scott,Immédiate,Observé,Inondation,Modérée,Actuel,aucune
"33771",legs02,2019/04/24 14:56:00,"26048",Scott,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33773",legs02,2019/04/23 15:00:00,"27028",Beauceville,Immédiate,Observé,Inondation,Modérée,Actuel,aucune
"33774",legs02,2019/04/24 15:01:00,"26030",Sainte-Marie,Future,Observé,Inondation,Extrême,Actuel,aucune
"33775",legs02,2019/04/26 15:03:00,"26030",Sainte-Marie,Future,Observé,Inondation,Importante,Actuel,aucune
"33776",legs02,2019/04/26 15:04:00,"27028",Beauceville,Immédiate,Observé,Inondation,Modérée,Actuel,aucune
"33779",legs02,2019/05/07 08:15:00,"87010",Rapide-Danseur,Future,Observé,Inondation,Mineure,Actuel,localisation
"33780",legs02,2019/05/07 08:17:00,"83040",Cayamant,Future,Observé,Inondation,Mineure,Actuel,localisation
"33781",legs02,2019/05/08 08:17:00,"82030",Pontiac,Future,Observé,Inondation,Extrême,Actuel,localisation
"33782",legs02,2019/05/08 08:18:00,"84035",L'Île-du-Grand-Calumet,Future,Observé,Inondation,Importante,Actuel,aucune
"33783",legs02,2019/05/07 08:19:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33784",legs02,2019/05/08 08:19:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33785",legs02,2019/05/07 08:24:00,"78055",Montcalm,Future,Observé,Inondation,Importante,Actuel,localisation
"33786",legs02,2019/05/07 08:25:00,"79030",Nominingue,Future,Observé,Inondation,Extrême,Actuel,localisation
"33787",legs02,2019/04/29 11:48:00,"53072",Yamaska,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33788",legs02,2019/05/08 11:53:00,"54048",Saint-Hyacinthe,Prévue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33790",legs02,2019/05/07 13:13:00,"43027",Sherbrooke,Prévue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33791",legs02,2019/05/07 13:15:00,"27050",Saint-Joseph-des-Érables,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33794",legs02,2019/05/08 15:00:00,"90012",La Tuque,Immédiate,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33796",legs02,2019/04/28 13:38:00,"25213",Lévis,Future,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"33797",legs02,2019/05/08 13:40:00,"26070",Saint-Lambert-de-Lauzon,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33798",legs02,2019/04/27 13:47:00,"49130",Saint-Pie-de-Guire,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33800",legs02,2019/05/10 02:45:00,"88045",La Motte,Future,Observé,Inondation,Modérée,Actuel,aucune
"33802",legs02,2019/05/10 08:46:00,"51015",Louiseville,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33803",legs02,2019/05/10 08:48:00,"75005",Saint-Colomban,Future,Observé,Inondation,Modérée,Actuel,localisation
"33804",legs02,2019/05/10 08:49:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33805",legs02,2019/05/10 08:50:00,"53040",Saint-Roch-de-Richelieu,Future,Observé,Inondation,Modérée,Actuel,localisation
"33806",legs02,2019/05/10 08:51:00,"71133",Rigaud,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33807",legs02,2019/05/10 08:52:00,"71100",Hudson,Future,Observé,Inondation,Importante,Actuel,aucune
"33808",legs02,2019/05/10 08:52:00,"84095",Sheenboro,Future,Observé,Inondation,Modérée,Actuel,localisation
"33809",legs02,2019/05/10 08:53:00,"84090",Chichester,Future,Observé,Inondation,Modérée,Actuel,aucune
"33810",legs02,2019/05/10 08:53:00,"84082",L'Isle-aux-Allumettes,Future,Observé,Inondation,Extrême,Actuel,aucune
"33811",legs02,2019/05/10 08:58:00,"43027",Sherbrooke,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33812",legs02,2019/05/09 09:01:00,"22025",Saint-Gabriel-de-Valcartier,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33813",legs02,2019/04/28 10:05:00,"23027",Québec,Prévue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33814",legs02,2019/04/16 14:07:00,"04047",Cap-Chat,Future,Observé,Mouvement de terrain,Inconnue,Actuel,aucune
"33818",legs02,2019/05/10 12:34:00,"86042",Rouyn-Noranda,Future,Observé,Inondation,Modérée,Actuel,localisation
"33819",legs02,2019/05/10 12:39:00,"84030",Campbell's Bay,Future,Observé,Inondation,Modérée,Actuel,aucune
"33820",legs02,2019/05/10 12:40:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33821",legs02,2019/05/10 12:43:00,"80027",Saint-André-Avellin,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33822",legs02,2019/05/11 12:44:00,"65005",Laval,Future,Observé,Inondation,Extrême,Actuel,localisation
"33823",legs02,2019/05/10 12:45:00,"79005",Notre-Dame-du-Laus,Future,Observé,Inondation,Mineure,Actuel,localisation
"33824",legs02,2019/05/11 12:46:00,"75005",Saint-Colomban,Future,Observé,Inondation,Modérée,Actuel,localisation
"33825",legs02,2019/05/10 12:47:00,"72015",Sainte-Marthe-sur-le-Lac,Future,Observé,Inondation,Extrême,Actuel,aucune
"33826",legs02,2019/05/11 12:50:00,"51020",Yamachiche,Future,Observé,Inondation,Modérée,Actuel,localisation
"33827",legs02,2019/05/10 12:54:00,"89010",Rivière-Héva,Future,Observé,Inondation,Mineure,Actuel,localisation
"33828",legs02,2019/05/11 12:55:00,"87005",Duparquet,Future,Observé,Inondation,Mineure,Actuel,localisation
"33829",legs02,2019/05/11 12:57:00,"87095",Chazel,Future,Observé,Inondation,Mineure,Actuel,localisation
"33830",legs02,2019/05/10 01:00:00,"37220",Champlain,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33831",legs02,2019/05/10 13:44:00,"54125",Saint-Marcel-de-Richelieu,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33832",legs02,2019/05/10 13:49:00,"54125",Saint-Marcel-de-Richelieu,Future,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"33835",legs02,2019/05/12 19:42:00,"88045",La Motte,Future,Observé,Inondation,Modérée,Actuel,aucune
"33836",legs02,2019/05/11 19:43:00,"86042",Rouyn-Noranda,Future,Observé,Inondation,Modérée,Actuel,localisation
"33837",legs02,2019/05/12 19:43:00,"81017",Gatineau,Future,Observé,Inondation,Extrême,Actuel,aucune
"33838",legs02,2019/05/06 19:47:00,"85090",Notre-Dame-du-Nord,Future,Observé,Mouvement de terrain,Modérée,Actuel,aucune
"33840",legs02,2019/05/13 08:46:00,"84050",Alleyn-et-Cawood,Future,Observé,Inondation,Mineure,Actuel,localisation
"33841",legs02,2019/05/13 08:46:00,"83045",Blue Sea,Future,Observé,Inondation,Mineure,Actuel,localisation
"33842",legs02,2019/05/13 08:47:00,"80115",Boileau,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33843",legs02,2019/05/13 08:49:00,"84005",Bristol,Future,Observé,Inondation,Mineure,Actuel,localisation
"33844",legs02,2019/05/13 08:50:00,"83040",Cayamant,Future,Observé,Inondation,Mineure,Actuel,localisation
"33845",legs02,2019/05/13 08:51:00,"84030",Campbell's Bay,Future,Observé,Inondation,Modérée,Actuel,aucune
"33846",legs02,2019/05/13 08:51:00,"84090",Chichester,Future,Observé,Inondation,Modérée,Actuel,aucune
"33847",legs02,2019/05/13 08:52:00,"84015",Clarendon,Future,Observé,Inondation,Modérée,Actuel,localisation
"33848",legs02,2019/05/13 08:52:00,"83070",Déléage,Future,Observé,Inondation,Mineure,Actuel,aucune
"33849",legs02,2019/05/13 08:53:00,"80135",Duhamel,Future,Observé,Inondation,Importante,Actuel,localisation
"33850",legs02,2019/05/13 08:53:00,"84060",Fort-Coulonge,Future,Observé,Inondation,Extrême,Actuel,localisation
"33851",legs02,2019/05/13 08:54:00,"83032",Gracefield,Future,Observé,Inondation,Modérée,Actuel,localisation
"33852",legs02,2019/05/13 08:55:00,"84035",L'Île-du-Grand-Calumet,Future,Observé,Inondation,Importante,Actuel,aucune
"33853",legs02,2019/05/13 08:56:00,"84082",L'Isle-aux-Allumettes,Future,Observé,Inondation,Extrême,Actuel,aucune
"33854",legs02,2019/05/13 08:57:00,"80095",Lac-Simon,Future,Observé,Inondation,Extrême,Actuel,aucune
"33855",legs02,2019/05/13 08:57:00,"84040",Litchfield,Future,Observé,Inondation,Mineure,Actuel,localisation
"33856",legs02,2019/05/13 08:58:00,"84065",Mansfield-et-Pontefract,Future,Observé,Inondation,Extrême,Actuel,aucune
"33857",legs02,2019/05/13 08:59:00,"80065",Mayo,Prévue,Observé,Inondation,Importante,Actuel,aucune
"33858",legs02,2019/05/13 09:01:00,"83088",Montcerf-Lytton,Future,Observé,Inondation,Modérée,Actuel,localisation
"33859",legs02,2019/05/13 09:01:00,"80090",Montpellier,Future,Observé,Inondation,Importante,Actuel,localisation
"33860",legs02,2019/05/13 09:02:00,"80110",Namur,Future,Observé,Inondation,Modérée,Actuel,aucune
"33861",legs02,2019/05/13 09:03:00,"84055",Otter Lake,Future,Observé,Inondation,Mineure,Actuel,aucune
"33863",legs02,2019/05/13 09:03:00,"80037",Papineauville,Future,Observé,Inondation,Importante,Actuel,aucune
"33864",legs02,2019/05/13 09:04:00,"80045",Plaisance,Future,Observé,Inondation,Importante,Actuel,aucune
"33865",legs02,2019/05/13 09:05:00,"82030",Pontiac,Future,Observé,Inondation,Extrême,Actuel,localisation
"33866",legs02,2019/05/13 09:06:00,"84020",Portage-du-Fort,Future,Observé,Inondation,Mineure,Actuel,localisation
"33867",legs02,2019/05/13 09:07:00,"84100",Rapides-des-Joachims,Future,Observé,Inondation,Modérée,Actuel,localisation
"33868",legs02,2019/05/13 09:08:00,"80078",Ripon,Future,Observé,Inondation,Importante,Actuel,aucune
"33869",legs02,2019/05/13 09:09:00,"80027",Saint-André-Avellin,Immédiate,Observé,Inondation,Importante,Actuel,aucune
"33870",legs02,2019/05/13 09:10:00,"84095",Sheenboro,Future,Observé,Inondation,Modérée,Actuel,localisation
"33871",legs02,2019/05/13 09:10:00,"80140",Val-des-Bois,Future,Observé,Inondation,Mineure,Actuel,localisation
"33872",legs02,2019/05/13 09:11:00,"82015",Val-des-Monts,Future,Observé,Inondation,Extrême,Actuel,aucune
"33873",legs02,2019/05/13 09:12:00,"84070",Waltham,Future,Observé,Inondation,Importante,Actuel,aucune
"33874",legs02,2019/05/13 09:13:00,"70022",Beauharnois,Future,Observé,Inondation,Mineure,Actuel,localisation
"33875",legs02,2019/05/13 09:14:00,"71095",L'Île-Cadieux,Future,Observé,Inondation,Modérée,Actuel,aucune
"33876",legs02,2019/05/13 09:15:00,"71060",L'Île-Perrot,Future,Observé,Inondation,Importante,Actuel,localisation
"33877",legs02,2019/05/13 09:16:00,"71100",Hudson,Future,Observé,Inondation,Importante,Actuel,aucune
"33878",legs02,2019/05/13 09:16:00,"71140",Pointe-Fortune,Future,Observé,Inondation,Modérée,Actuel,localisation
"33879",legs02,2019/05/13 09:17:00,"71133",Rigaud,Immédiate,Observé,Inondation,Extrême,Actuel,aucune
"33880",legs02,2019/05/13 09:18:00,"53065",Sainte-Anne-de-Sorel,Future,Observé,Inondation,Modérée,Actuel,aucune
"33881",legs02,2019/05/13 09:18:00,"56035",Saint-Paul-de-l'Île-aux-Noix,Future,Observé,Inondation,Modérée,Actuel,aucune
