no_seq_observation,id_reseau,date_observation,code_municipalite,nom,urgence,certitude,type,severite,etat,imprecision
"4924",legs02,2002/09/24 00:00:00,"86042",Rouyn-Noranda,Inconnue,Observé,Accident ferroviaire,Mineure,Actuel,aucune
"4925",legs02,2001/05/25 00:00:00,"99808",Nemaska,Inconnue,Observé,Feu de forêt,Importante,Actuel,localisation
"4926",legs02,2002/07/01 00:00:00,"99040",Nemaska,Inconnue,Observé,Feu de forêt,Importante,Actuel,localisation
"4927",legs02,2002/07/01 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Mineure,Actuel,localisation
"4928",legs02,2002/07/01 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Mineure,Actuel,localisation
"4929",legs02,2002/07/01 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Mineure,Actuel,localisation
"4930",legs02,2002/07/01 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Mineure,Actuel,localisation
"4931",legs02,2002/11/19 00:00:00,"85005",Témiscaming,Inconnue,Observé,Matières dangereuses,Mineure,Actuel,aucune
"4932",legs02,2001/05/29 00:00:00,"85090",Notre-Dame-du-Nord,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"4933",legs02,2001/08/04 00:00:00,"99015",Matagami,Inconnue,Observé,Tornade,Modérée,Actuel,localisation
"4934",legs02,2001/08/15 00:00:00,"81015",Gatineau,Inconnue,Observé,Incendie industriel,Modérée,Actuel,aucune
"4935",legs02,2004/08/12 00:00:00,"81017",Gatineau,Inconnue,Observé,Alimentation publique en eau potable,Importante,Actuel,aucune
"4936",legs02,2004/08/02 00:00:00,"81017",Gatineau,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"4937",legs02,2004/09/09 00:00:00,"81015",Gatineau,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4938",legs02,2004/09/09 00:00:00,"82015",Val-des-Monts,Inconnue,Observé,Géomorphologique (ex. érosion),Mineure,Actuel,localisation
"4939",legs02,2004/09/09 00:00:00,"82010",,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"4940",legs02,2004/09/09 00:00:00,"82005",L'Ange-Gardien,Inconnue,Observé,Géomorphologique (ex. érosion),Mineure,Actuel,localisation
"4941",legs02,2004/09/09 00:00:00,"80090",Montpellier,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"4942",legs02,2004/09/09 00:00:00,"80027",Saint-André-Avellin,Inconnue,Observé,Géomorphologique (ex. érosion),Mineure,Actuel,localisation
"4943",legs02,2004/09/09 00:00:00,"81015",Gatineau,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"4944",legs02,2005/05/28 00:00:00,"99055",Chisasibi,Inconnue,Observé,Feu de forêt,Importante,Actuel,aucune
"4945",legs02,2005/03/15 00:00:00,"82020",Cantley,Inconnue,Observé,Incendie industriel,Importante,Actuel,localisation
"4946",legs02,2005/05/17 00:00:00,"89015",Malartic,Inconnue,Observé,Autre,Mineure,Actuel,date
"4947",legs02,2005/05/25 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Importante,Actuel,localisation
"4948",legs02,2005/05/25 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Importante,Actuel,localisation
"4949",legs02,2005/05/25 00:00:00,"99060",Eeyou Istchee Baie-James,Inconnue,Observé,Feu de forêt,Importante,Actuel,localisation
"4950",legs02,2005/05/25 00:00:00,"99045",Eastmain,Inconnue,Observé,Feu de forêt,Importante,Actuel,localisation
"4951",legs02,2005/05/25 00:00:00,"99812",Wemindji,Inconnue,Observé,Feu de forêt,Modérée,Actuel,localisation
"4952",legs02,1989/03/28 00:00:00,"31084",Thetford Mines,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4953",legs02,1989/03/28 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4954",legs02,1989/03/28 00:00:00,"22045",Sainte-Brigitte-de-Laval,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4955",legs02,1989/03/28 00:00:00,"34075",Saint-Casimir,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4956",legs02,1989/03/28 00:00:00,"34128",Saint-Raymond,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4957",legs02,1989/03/28 00:00:00,"34128",Saint-Raymond,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4958",legs02,1989/03/28 00:00:00,"22020",Shannon,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4959",legs02,1989/03/28 00:00:00,"54020",Saint-Damase,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4960",legs02,1989/03/28 00:00:00,"54048",Saint-Hyacinthe,Inconnue,Observé,Inondation,Extrême,Actuel,localisation
"4961",legs02,1989/03/28 00:00:00,"54008",Saint-Pie,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4962",legs02,1989/03/28 00:00:00,"71133",Rigaud,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4963",legs02,1989/03/28 00:00:00,"60035",L'Épiphanie,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4964",legs02,1989/03/28 00:00:00,"60005",Charlemagne,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4965",legs02,1989/03/28 00:00:00,"65005",Laval,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4966",legs02,1989/03/28 00:00:00,"75017",Saint-Jérôme,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4967",legs02,1986/04/28 00:00:00,"22005",Sainte-Catherine-de-la-Jacques-Cartier,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4968",legs02,1991/04/06 00:00:00,"27043",Saint-Joseph-de-Beauce,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4969",legs02,1991/04/06 00:00:00,"28070",Saint-Camille-de-Lellis,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4970",legs02,1991/04/06 00:00:00,"26015",Vallée-Jonction,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"4971",legs02,1993/04/07 00:00:00,"60035",L'Épiphanie,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4972",legs02,1993/04/07 00:00:00,"61035",Saint-Charles-Borromée,Inconnue,Observé,Inondation,Extrême,Actuel,localisation
"4973",legs02,1993/04/07 00:00:00,"61030",Notre-Dame-des-Prairies,Inconnue,Observé,Inondation,Extrême,Actuel,localisation
"4974",legs02,1993/04/07 00:00:00,"78075",Brébeuf,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4975",legs02,1993/04/17 00:00:00,"22045",Sainte-Brigitte-de-Laval,Inconnue,Observé,Inondation,Modérée,Actuel,aucune
"4976",legs02,1993/04/11 00:00:00,"61030",Notre-Dame-des-Prairies,Inconnue,Observé,Inondation,Extrême,Actuel,aucune
"4977",legs02,1993/04/18 00:00:00,"22045",Sainte-Brigitte-de-Laval,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4978",legs02,1993/04/18 00:00:00,"22045",Sainte-Brigitte-de-Laval,Inconnue,Observé,Inondation,Modérée,Actuel,aucune
"4979",legs02,1993/04/13 00:00:00,"08055",Matane,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4980",legs02,1993/04/13 00:00:00,"27028",Beauceville,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4981",legs02,1992/03/12 00:00:00,"16013",Baie-Saint-Paul,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4982",legs02,1994/04/20 00:00:00,"56015",Noyan,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4983",legs02,1994/04/18 00:00:00,"56083",Saint-Jean-sur-Richelieu,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4984",legs02,1994/04/20 00:00:00,"56060",Sainte-Anne-de-Sabrevois,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4985",legs02,1994/04/18 00:00:00,"56065",Saint-Blaise-sur-Richelieu,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4986",legs02,1994/04/18 00:00:00,"56035",Saint-Paul-de-l'Île-aux-Noix,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4987",legs02,1994/04/20 00:00:00,"56010",Saint-Georges-de-Clarenceville,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4988",legs02,1994/04/20 00:00:00,"03005",Gaspé,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4989",legs02,1994/04/18 00:00:00,"19068",Saint-Henri,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4990",legs02,1994/04/18 00:00:00,"22040",Lac-Beauport,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4991",legs02,1994/04/18 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4992",legs02,1994/04/18 00:00:00,"34075",Saint-Casimir,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4993",legs02,1994/04/18 00:00:00,"29075",Saint-Georges,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4994",legs02,1994/04/18 00:00:00,"27043",Saint-Joseph-de-Beauce,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"4995",legs02,1994/04/18 00:00:00,"26030",Sainte-Marie,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4996",legs02,1994/04/18 00:00:00,"26048",Scott,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"4997",legs02,1994/04/18 00:00:00,"17005",Saint-Omer,Inconnue,Observé,Inondation,Extrême,Actuel,localisation
"4998",legs02,1994/04/18 00:00:00,"18050",Montmagny,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"4999",legs02,1994/04/12 00:00:00,"43025",Sherbrooke,Inconnue,Observé,Inondation,Extrême,Actuel,localisation
"5000",legs02,1994/04/18 00:00:00,"43027",Sherbrooke,Inconnue,Observé,Inondation,Extrême,Actuel,localisation
"5001",legs02,1994/04/17 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5002",legs02,1994/04/25 00:00:00,"45043",Hatley,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5003",legs02,1994/04/15 00:00:00,"26030",Sainte-Marie,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5004",legs02,1995/04/16 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5005",legs02,1995/04/16 00:00:00,"19062",Saint-Anselme,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5006",legs02,1996/04/22 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,aucune
"5007",legs02,1996/04/22 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5008",legs02,1996/04/22 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5009",legs02,1996/01/21 00:00:00,"46010",Frelighsburg,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5010",legs02,1996/01/21 00:00:00,"67015",La Prairie,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5011",legs02,1996/01/21 00:00:00,"45050",North Hatley,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5012",legs02,1996/01/21 00:00:00,"41038",Cookshire-Eaton,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5013",legs02,1996/01/21 00:00:00,"38010",Bécancour,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5014",legs02,1996/01/21 00:00:00,"26015",Vallée-Jonction,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5015",legs02,1996/01/21 00:00:00,"21045",Boischatel,Inconnue,Observé,Inondation,Modérée,Actuel,aucune
"5016",legs02,1996/01/21 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,aucune
"5017",legs02,2000/04/24 00:00:00,"27043",Saint-Joseph-de-Beauce,Inconnue,Observé,Inondation,Mineure,Actuel,aucune
"5018",legs02,2000/05/08 00:00:00,"94220",Ferland-et-Boilleau,Inconnue,Observé,Inondation,Mineure,Actuel,aucune
"5019",legs02,2000/05/08 00:00:00,"94210",L'Anse-Saint-Jean,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5020",legs02,2000/05/08 00:00:00,"94215",Rivière-Éternité,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5021",legs02,2000/05/09 00:00:00,"94068",Saguenay,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5022",legs02,2000/05/09 00:00:00,"94068",Saguenay,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5023",legs02,2001/04/24 00:00:00,"94220",Ferland-et-Boilleau,Inconnue,Observé,Inondation,Mineure,Actuel,aucune
"5024",legs02,2001/04/26 00:00:00,"41097",Weedon,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5025",legs02,2001/04/26 00:00:00,"43025",Sherbrooke,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5026",legs02,2001/04/26 00:00:00,"44037",Coaticook,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5027",legs02,2001/04/26 00:00:00,"40043",Val-des-Sources,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5028",legs02,2002/04/20 00:00:00,"84065",Mansfield-et-Pontefract,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5029",legs02,2002/04/20 00:00:00,"84070",Waltham,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5030",legs02,2002/04/20 00:00:00,"84060",Fort-Coulonge,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5031",legs02,2002/04/20 00:00:00,"84030",Campbell's Bay,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5032",legs02,2002/04/20 00:00:00,"84095",Sheenboro,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5033",legs02,2002/04/20 00:00:00,"84090",Chichester,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5034",legs02,2002/04/20 00:00:00,"84082",L'Isle-aux-Allumettes,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5035",legs02,2002/04/24 00:00:00,"86042",Rouyn-Noranda,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5036",legs02,2002/04/24 00:00:00,"78102",Mont-Tremblant,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5037",legs02,2003/06/06 00:00:00,"39043",Saint-Norbert-d'Arthabaska,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5038",legs02,2003/06/06 00:00:00,"32023",Sainte-Sophie-d'Halifax,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5039",legs02,2003/11/20 00:00:00,"83065",Maniwaki,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5040",legs02,2003/11/20 00:00:00,"83032",Gracefield,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5041",legs02,2003/11/20 00:00:00,"82035",La Pêche,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5042",legs02,2003/12/17 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5043",legs02,2003/12/17 00:00:00,"34128",Saint-Raymond,Passée,Observé,Inondation,Modérée,Actuel,localisation
"5044",legs02,2004/01/13 00:00:00,"34128",Saint-Raymond,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5045",legs02,2004/04/19 00:00:00,"94220",Ferland-et-Boilleau,Inconnue,Observé,Inondation,Mineure,Actuel,aucune
"5046",legs02,2004/05/03 00:00:00,"91035",Saint-Prime,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5047",legs02,2004/05/03 00:00:00,"91035",Saint-Prime,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5048",legs02,2004/05/03 00:00:00,"92055",Girardville,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5049",legs02,2004/05/03 00:00:00,"92045",Saint-Thomas-Didyme,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5050",legs02,2004/05/03 00:00:00,"03020",Grande-Vallée,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5051",legs02,2004/05/03 00:00:00,"03005",Gaspé,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5052",legs02,2004/05/03 00:00:00,"08055",Matane,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5053",legs02,2004/05/03 00:00:00,"08035",Saint-René-de-Matane,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5054",legs02,2004/05/03 00:00:00,"04045",Cap-Chat,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5055",legs02,2004/05/03 00:00:00,"04037",Sainte-Anne-des-Monts,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5056",legs02,2004/05/03 00:00:00,"04025",Marsoui,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5057",legs02,2004/05/03 00:00:00,"04010",Saint-Maxime-du-Mont-Louis,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5058",legs02,2004/05/03 00:00:00,"03020",Grande-Vallée,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5059",legs02,2004/05/03 00:00:00,"05077",Cascapédia - Saint-Jules,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5060",legs02,2004/05/04 00:00:00,"79097",Ferme-Neuve,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5061",legs02,2004/05/04 00:00:00,"79085",Mont-Laurier,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5062",legs02,2004/05/04 00:00:00,"79922",Lac-Douaire,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5063",legs02,2004/07/15 00:00:00,"85005",Témiscaming,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5064",legs02,2004/09/10 00:00:00,"11010",Saint-Jean-de-Dieu,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5065",legs02,2004/12/23 00:00:00,"13095",Pohénégamook,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5066",legs02,2004/12/23 00:00:00,"04045",Cap-Chat,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5067",legs02,2004/12/23 00:00:00,"09020",Sainte-Jeanne-d'Arc,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5068",legs02,2005/04/06 00:00:00,"52030",Sainte-Élisabeth,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5069",legs02,2005/04/06 00:00:00,"61050",Sainte-Mélanie,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5070",legs02,2005/04/06 00:00:00,"61035",Saint-Charles-Borromée,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5071",legs02,2005/04/06 00:00:00,"61013",Crabtree,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5072",legs02,2005/04/06 00:00:00,"62047",Chertsey,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5073",legs02,2005/04/06 00:00:00,"51008",Maskinongé,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5074",legs02,2005/04/06 00:00:00,"37205",Sainte-Anne-de-la-Pérade,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5075",legs02,2005/04/06 00:00:00,"44080",Waterville,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5076",legs02,2005/04/06 00:00:00,"30072",Saint-Ludger,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5077",legs02,2005/04/06 00:00:00,"23027",Québec,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5078",legs02,2005/04/06 00:00:00,"22045",Sainte-Brigitte-de-Laval,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5079",legs02,2005/04/06 00:00:00,"21045",Boischatel,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5080",legs02,2005/04/06 00:00:00,"34128",Saint-Raymond,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5081",legs02,2005/04/06 00:00:00,"29045",Saint-Martin,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5083",legs02,2005/04/06 00:00:00,"29073",Saint-Georges,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5084",legs02,2005/04/06 00:00:00,"19025",Saint-Malachie,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5085",legs02,2005/04/06 00:00:00,"33035",Saint-Gilles,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5086",legs02,2005/04/16 00:00:00,"03005",Gaspé,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5087",legs02,2005/04/25 00:00:00,"63060",Sainte-Julienne,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5088",legs02,2005/04/29 00:00:00,"63055",Saint-Calixte,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5089",legs02,2005/04/29 00:00:00,"52095",Mandeville,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5090",legs02,2005/04/29 00:00:00,"62085",Saint-Michel-des-Saints,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5091",legs02,2005/04/29 00:00:00,"62015",Saint-Jean-de-Matha,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5092",legs02,2005/04/29 00:00:00,"62075",Saint-Damien,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5093",legs02,2005/04/29 00:00:00,"62070",Sainte-Émélie-de-l'Énergie,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5094",legs02,2005/04/29 00:00:00,"62047",Chertsey,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5095",legs02,2005/04/29 00:00:00,"63065",Saint-Liguori,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5096",legs02,2005/04/29 00:00:00,"63060",Sainte-Julienne,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5097",legs02,2005/04/29 00:00:00,"74005",Mirabel,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5098",legs02,2005/04/29 00:00:00,"77022",Sainte-Adèle,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5099",legs02,2005/04/29 00:00:00,"75017",Saint-Jérôme,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5100",legs02,2005/04/29 00:00:00,"75005",Saint-Colomban,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5101",legs02,2005/04/29 00:00:00,"78102",Mont-Tremblant,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5102",legs02,2005/04/29 00:00:00,"06005",Maria,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5103",legs02,2005/04/29 00:00:00,"13095",Pohénégamook,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5104",legs02,2005/04/29 00:00:00,"13025",Rivière-Bleue,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5105",legs02,2005/04/29 00:00:00,"06020",Nouvelle,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5106",legs02,2005/05/02 00:00:00,"52095",Mandeville,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5107",legs02,2005/05/02 00:00:00,"62085",Saint-Michel-des-Saints,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5108",legs02,2005/05/02 00:00:00,"62047",Chertsey,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5109",legs02,2005/05/02 00:00:00,"78102",Mont-Tremblant,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5110",legs02,2005/05/02 00:00:00,"52095",Mandeville,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5111",legs02,2005/05/02 00:00:00,"62085",Saint-Michel-des-Saints,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5112",legs02,2005/05/02 00:00:00,"62047",Chertsey,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5113",legs02,2005/05/02 00:00:00,"78102",Mont-Tremblant,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5114",legs02,2005/05/03 00:00:00,"13025",Rivière-Bleue,Inconnue,Observé,Inondation,Normale,Actuel,localisation
"5115",legs02,2005/05/03 00:00:00,"51015",Louiseville,Inconnue,Observé,Inondation,Importante,Actuel,localisation
"5116",legs02,2005/05/03 00:00:00,"50113",Pierreville,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5117",legs02,2005/05/04 00:00:00,"13095",Pohénégamook,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5118",legs02,2005/05/05 00:00:00,"13070",Cabano,Inconnue,Observé,Inondation,Modérée,Actuel,localisation
"5119",legs02,2005/05/05 00:00:00,"06005",Maria,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5120",legs02,2006/03/28 00:00:00,"86042",Rouyn-Noranda,Inconnue,Observé,Alimentation publique en eau potable,Mineure,Actuel,localisation
"5121",legs02,2006/03/30 00:00:00,"60028",L'Assomption,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"5122",legs02,2006/03/30 00:00:00,"53025",Sainte-Victoire-de-Sorel,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"5123",legs02,2006/04/13 00:00:00,"24020",Lévis,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"5124",legs02,2006/04/13 00:00:00,"64015",Mascouche,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,date
"5125",legs02,2006/04/18 00:00:00,"94068",Saguenay,Inconnue,Observé,Mouvement de terrain,Importante,Actuel,aucune
"5126",legs02,2006/04/18 00:00:00,"62015",Saint-Jean-de-Matha,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5127",legs02,2006/04/18 00:00:00,"62015",Saint-Jean-de-Matha,Inconnue,Observé,Inondation,Mineure,Actuel,localisation
"5128",legs02,2006/04/24 00:00:00,"52095",Mandeville,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"5129",legs02,2006/04/21 00:00:00,"62037",Rawdon,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"5130",legs02,2006/04/10 00:00:00,"95032",Longue-Rive,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,date
"5131",legs02,2006/04/28 00:00:00,"54100",Saint-Hugues,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"5132",legs02,2006/05/03 00:00:00,"67030",Sainte-Catherine,Inconnue,Observé,Incendie industriel,Mineure,Actuel,aucune
"5133",legs02,2006/05/03 00:00:00,"64015",Mascouche,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"5134",legs02,2006/05/05 00:00:00,"71083",Vaudreuil-Dorion,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"5135",legs02,2006/05/01 00:00:00,"26030",Sainte-Marie,Inconnue,Observé,Écrasement d'avion,Mineure,Actuel,aucune
"5136",legs02,2006/05/08 00:00:00,"50072",Nicolet,Inconnue,Observé,Mouvement de terrain,Importante,Actuel,aucune
"5137",legs02,2006/05/15 00:00:00,"94220",Ferland-et-Boilleau,Inconnue,Observé,Feu de forêt,Mineure,Actuel,aucune
"5138",legs02,2006/05/17 00:00:00,"60015",Repentigny,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"5139",legs02,2006/05/25 00:00:00,"71020",Saint-Polycarpe,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,localisation
"5140",legs02,2006/05/31 00:00:00,"90007",La Tuque,Inconnue,Observé,Mouvement de terrain,Mineure,Actuel,aucune
"5141",legs02,2006/05/31 00:00:00,"90012",La Tuque,Inconnue,Observé,Mouvement de terrain,Modérée,Actuel,localisation
"5142",legs02,2006/06/04 00:00:00,"51060",Saint-Paulin,Inconnue,Observé,Accident ferroviaire,Mineure,Actuel,localisation
